entity,year,total_pop,continent,kg_apple_prod_capita_year,phd_awards,cal_frm_animl_prot,cal_frm_plnt_prot,cal_frm_fat,cal_frm_carbs,fruit_consumed_kg_pc_year,gdp_capita_year,life_expectancy,deaths_neoplasms,daly,percent_prevalence_depressive_disorders
Bangladesh,1967,59034250,Asia,0,NA,23.64,142.04,128.52,1675.8,67.32180000000001,NA,48.176,NA,NA,NA
Bangladesh,1968,60918452,Asia,0,NA,24.16,149.16,134.91,1764.77,68.9932,NA,47.888,NA,NA,NA
Bangladesh,1969,62679765,Asia,0,NA,24,156.44,138.24,1808.32,62.08840000000001,NA,47.432,NA,NA,NA
Bangladesh,1970,64232486,Asia,0,NA,24.84,162.88,141.39,1870.89,52.3888,NA,46.942,NA,NA,NA
Bangladesh,1971,65531635,Asia,0,NA,25.04,151.28,135,1722.68,51.26540000000001,NA,46.589,NA,NA,NA
Bangladesh,1972,66625706,Asia,0,NA,25.76,142.16,130.86,1578.22,48.1144,NA,46.507,NA,NA,NA
Bangladesh,1973,67637541,Asia,0,NA,26.08,155.68,135.18,1660.06,47.1828,NA,46.773,NA,NA,NA
Bangladesh,1974,68742222,Asia,0,NA,25.68,159.68,129.69,1738.95,44.8812,NA,47.396,NA,NA,NA
Bangladesh,1975,70066310,Asia,0,NA,22.4,152.56,129.51,1641.53,43.9222,NA,48.313,NA,NA,NA
Bangladesh,1976,71652386,Asia,0,NA,22.8,160.56,152.64,1755,43.5934,NA,49.402,NA,NA,NA
Bangladesh,1977,73463593,Asia,0,NA,22.12,145.72,122.4,1608.76,42.497400000000006,NA,50.498,NA,NA,NA
Bangladesh,1978,75450033,Asia,0,NA,23.84,159.2,135.09,1713.87,40.4424,NA,51.473,NA,NA,NA
Bangladesh,1979,77529040,Asia,0.01,NA,22.88,160.96,139.59,1760.57,38.8532,NA,52.277,NA,NA,NA
Bangladesh,1980,79639498,Asia,0.01,NA,19.4,159.88,132.66,1711.06,39.5108,NA,52.9,NA,NA,NA
Bangladesh,1981,81767516,Asia,0.02,NA,19.32,154.48,135.81,1688.39,39.7848,NA,53.376,NA,NA,NA
Bangladesh,1982,83932132,Asia,0.03,NA,19.04,156.84,146.25,1707.87,38.8258,NA,53.794,NA,NA,NA
Bangladesh,1983,86142490,Asia,0.01,NA,19.64,158.92,152.73,1720.71,37.0722,NA,54.225,NA,NA,NA
Bangladesh,1984,88416529,Asia,0.02,NA,19.68,157.92,145.08,1706.32,35.674800000000005,NA,54.693,NA,NA,NA
Bangladesh,1985,90764180,Asia,0.03,NA,21.16,162.36,166.14,1718.34,35.2912,NA,55.21,NA,NA,NA
Bangladesh,1986,93187593,Asia,0.02,NA,21.12,155.92,159.03,1729.93,36.1406,NA,55.772,NA,NA,NA
Bangladesh,1987,95671159,Asia,0.03,NA,21,161.36,181.8,1771.84,34.2226,NA,56.359,NA,NA,NA
Bangladesh,1988,98186350,Asia,0.02,NA,20.6,161.28,180.72,1745.4,31.64700000000001,NA,56.958,NA,NA,NA
Bangladesh,1989,100695496,Asia,0.02,NA,20.48,159,183.51,1722.01,31.8388,NA,57.571,NA,NA,NA
Bangladesh,2018,161376713,Asia,NA,NA,NA,NA,NA,NA,NA,4440.85547046826,72.32,NA,NA,NA
Bangladesh,2019,163046173,Asia,NA,NA,NA,NA,NA,NA,NA,4753.72659686814,72.591,NA,NA,NA
Bangladesh,2020,164689383,Asia,NA,NA,NA,NA,NA,NA,NA,4818.09473660531,NA,NA,NA,NA
Bangladesh,1901,26045181,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1902,26130563,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1903,26215987,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1904,26301449,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1905,26386946,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1906,26472476,Asia,NA,NA,NA,NA,NA,NA,NA,NA,21.5,NA,NA,NA
Bangladesh,1907,26558036,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1908,26643623,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1909,26716832,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1910,26777647,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1911,26826054,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1912,26862036,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1913,26885581,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1914,26908885,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1915,26931945,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1916,26954759,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1917,26977325,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1918,27085200,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1919,27193506,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1920,27302246,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1921,27411420,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1922,27521031,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1923,27631081,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1924,27741570,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1925,27852501,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1926,27963876,Asia,NA,NA,NA,NA,NA,NA,NA,NA,24.9,NA,NA,NA
Bangladesh,1927,28075696,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1928,28187963,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1929,28391605,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1930,28688805,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1931,29081793,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1932,29572842,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1933,30164276,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1934,30767538,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1935,31382865,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1936,32010498,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1937,32650683,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1938,33303671,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1939,33889653,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1940,34406613,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1941,34852490,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1942,35225174,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1943,35522508,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1944,35822352,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1945,36124727,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1946,36429654,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1947,36737156,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1948,37047252,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1949,37432443,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,1950,37894671,Asia,NA,NA,NA,NA,NA,NA,NA,NA,39.054,NA,NA,NA
Bangladesh,1951,38706399,Asia,NA,NA,NA,NA,NA,NA,NA,NA,39.44,NA,NA,NA
Bangladesh,1952,39489861,Asia,NA,NA,NA,NA,NA,NA,NA,NA,40.198,NA,NA,NA
Bangladesh,1953,40292411,Asia,NA,NA,NA,NA,NA,NA,NA,NA,40.928,NA,NA,NA
Bangladesh,1954,41149830,Asia,NA,NA,NA,NA,NA,NA,NA,NA,41.63,NA,NA,NA
Bangladesh,1955,42086305,Asia,NA,NA,NA,NA,NA,NA,NA,NA,42.304,NA,NA,NA
Bangladesh,1956,43113922,Asia,NA,NA,NA,NA,NA,NA,NA,NA,42.955,NA,NA,NA
Bangladesh,1957,44233217,Asia,NA,NA,NA,NA,NA,NA,NA,NA,43.582,NA,NA,NA
Bangladesh,1958,45434542,Asia,NA,NA,NA,NA,NA,NA,NA,NA,44.19,NA,NA,NA
Bangladesh,1959,46700569,Asia,NA,NA,NA,NA,NA,NA,NA,NA,44.787,NA,NA,NA
Bangladesh,1960,48013505,Asia,NA,NA,NA,NA,NA,NA,NA,NA,45.379,NA,NA,NA
Bangladesh,2021,166303494,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,2018,9452615,Europe,NA,NA,NA,NA,NA,NA,NA,18885.2354999668,74.59,NA,NA,NA
Belarus,2019,9452409,Europe,NA,NA,NA,NA,NA,NA,NA,19283.1171477055,74.791,NA,NA,NA
Belarus,2020,9449321,Europe,NA,NA,NA,NA,NA,NA,NA,19148.1751007952,NA,NA,NA,NA
Belarus,1901,4954974,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1902,5000818,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1903,5047085,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1904,5093781,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1905,5140909,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1906,5188472,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1907,5236476,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1908,5284924,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1909,5333820,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1910,5383168,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1911,5432973,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1912,5483238,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1913,5533969,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1914,5585169,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1915,5636843,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1916,5688994,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1917,5741629,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1918,5794317,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1919,5847489,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1920,5901150,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1921,5955302,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1922,6009952,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1923,6065103,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1924,6120760,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1925,6176927,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1926,6233611,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1927,6290814,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1928,6348542,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1929,6406800,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1930,6465593,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1931,6524925,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1932,6584802,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1933,6645228,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1934,6706209,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1935,6767749,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1936,6829854,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1937,6892529,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1938,6955779,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1939,7019609,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1940,7084025,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1941,7149033,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1942,7214637,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1943,7280842,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1944,7347656,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1945,7415082,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1946,7483128,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1947,7551797,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1948,7621097,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1949,7685525,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1950,7745004,Europe,NA,NA,NA,NA,NA,NA,NA,NA,57.736,NA,NA,NA
Belarus,1951,7698813,Europe,NA,NA,NA,NA,NA,NA,NA,NA,58.537,NA,NA,NA
Belarus,1952,7677429,Europe,NA,NA,NA,NA,NA,NA,NA,NA,60.078,NA,NA,NA
Belarus,1953,7679688,Europe,NA,NA,NA,NA,NA,NA,NA,NA,61.495,NA,NA,NA
Belarus,1954,7703776,Europe,NA,NA,NA,NA,NA,NA,NA,NA,62.789,NA,NA,NA
Belarus,1955,7747215,Europe,NA,NA,NA,NA,NA,NA,NA,NA,63.96,NA,NA,NA
Belarus,1956,7806815,Europe,NA,NA,NA,NA,NA,NA,NA,NA,65.008,NA,NA,NA
Belarus,1957,7878768,Europe,NA,NA,NA,NA,NA,NA,NA,NA,65.936,NA,NA,NA
Belarus,1958,7958727,Europe,NA,NA,NA,NA,NA,NA,NA,NA,66.748,NA,NA,NA
Belarus,1959,8042109,Europe,NA,NA,NA,NA,NA,NA,NA,NA,67.451,NA,NA,NA
Belarus,1960,8124881,Europe,NA,NA,NA,NA,NA,NA,NA,NA,68.053,NA,NA,NA
Belarus,1961,8204344,Europe,NA,NA,145.64,237.96,627.21,2084.19,NA,NA,68.565,NA,NA,NA
Belarus,1962,8279893,Europe,NA,NA,152.68,239.6,661.23,2103.49,NA,NA,68.998,NA,NA,NA
Belarus,1963,8353294,Europe,NA,NA,160.6,238.32,693.9,2111.18,NA,NA,69.366,NA,NA,NA
Belarus,1964,8427839,Europe,NA,NA,149.52,239.64,674.1,2142.74,NA,NA,69.678,NA,NA,NA
Belarus,1965,8505724,Europe,NA,NA,152.88,235.12,689.49,2136.51,NA,NA,69.941,NA,NA,NA
Belarus,1966,8587174,Europe,NA,NA,158.96,230.08,704.16,2115.8,NA,NA,70.155,NA,NA,NA
Belarus,1967,8670567,Europe,NA,NA,170.2,226.68,727.29,2115.83,NA,NA,70.318,NA,NA,NA
Belarus,1968,8754200,Europe,NA,NA,175.96,224.52,769.77,2129.75,NA,NA,70.433,NA,NA,NA
Belarus,1969,8835743,Europe,NA,NA,180.28,224.2,763.2,2132.32,NA,NA,70.507,NA,NA,NA
Belarus,1970,8913549,Europe,NA,NA,185.24,224.72,776.61,2168.43,NA,NA,70.549,NA,NA,NA
Belarus,1971,8987034,Europe,NA,NA,186.76,222,772.11,2150.13,NA,NA,70.566,NA,NA,NA
Belarus,1972,9056732,Europe,NA,NA,191.2,217.76,776.16,2098.88,NA,NA,70.565,NA,NA,NA
Belarus,1973,9123451,Europe,NA,NA,190.76,218.76,802.26,2113.22,NA,NA,70.55,NA,NA,NA
Belarus,1974,9188463,Europe,NA,NA,203.8,216.92,824.4,2111.88,NA,NA,70.529,NA,NA,NA
Belarus,1975,9252780,Europe,NA,NA,210.64,214,806.13,2110.23,NA,NA,70.499,NA,NA,NA
Belarus,1976,9316324,Europe,NA,NA,203.68,215.24,849.69,2135.39,NA,NA,70.454,NA,NA,NA
Belarus,1977,9378923,Europe,NA,NA,200.84,212.04,839.25,2113.87,NA,NA,70.392,NA,NA,NA
Belarus,1978,9441415,Europe,NA,NA,205.6,212.76,848.16,2120.48,NA,NA,70.317,NA,NA,NA
Belarus,1979,9504864,Europe,NA,NA,207.28,211.68,864,2101.04,NA,NA,70.24,NA,NA,NA
Belarus,1980,9569847,Europe,NA,NA,204.16,209.2,857.97,2106.67,NA,NA,70.19,NA,NA,NA
Belarus,1981,9636152,Europe,NA,NA,204.48,207.24,842.94,2100.34,NA,NA,70.203,NA,NA,NA
Belarus,1982,9703088,Europe,NA,NA,202.96,209.72,843.84,2120.48,NA,NA,70.29,NA,NA,NA
Belarus,1983,9770125,Europe,NA,NA,205.44,206.64,877.41,2096.51,NA,NA,70.449,NA,NA,NA
Belarus,1984,9836582,Europe,NA,NA,212.12,206.04,892.89,2076.95,NA,NA,70.661,NA,NA,NA
Belarus,1985,9901493,Europe,NA,NA,216.76,206.72,922.41,2034.11,NA,NA,70.884,NA,NA,NA
Belarus,1986,9965178,Europe,NA,NA,220.48,205.8,911.97,2025.75,NA,NA,71.064,NA,NA,NA
Belarus,1987,10026470,Europe,NA,NA,221.6,206.88,928.26,2047.26,NA,NA,71.153,NA,NA,NA
Belarus,1988,10081209,Europe,NA,NA,223.64,203.36,948.78,2019.22,NA,NA,71.118,NA,NA,NA
Belarus,1989,10124000,Europe,NA,NA,226.44,200,965.97,1955.59,NA,NA,70.95,NA,NA,NA
Belarus,2021,9442867,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belgium,2018,11482180,Europe,NA,NA,NA,NA,NA,NA,NA,51110.9584679336,81.468,NA,NA,NA
Belgium,2019,11539326,Europe,NA,NA,NA,NA,NA,NA,NA,51742.7263830791,81.628,NA,NA,NA
Belgium,2020,11589616,Europe,NA,NA,NA,NA,NA,NA,NA,48210.0331113444,NA,NA,NA,NA
Belgium,1901,6788335,Europe,NA,NA,NA,NA,NA,NA,NA,NA,49.380001,NA,NA,NA
Belgium,1902,6861404,Europe,NA,NA,NA,NA,NA,NA,NA,NA,49.099998,NA,NA,NA
Belgium,1903,6936940,Europe,NA,NA,NA,NA,NA,NA,NA,NA,49.169998,NA,NA,NA
Belgium,1904,7013309,Europe,NA,NA,NA,NA,NA,NA,NA,NA,49.25,NA,NA,NA
Belgium,1905,7090518,Europe,NA,NA,NA,NA,NA,NA,NA,NA,49.919998,NA,NA,NA
Belgium,1906,7168577,Europe,NA,NA,NA,NA,NA,NA,NA,NA,49.639999,NA,NA,NA
Belgium,1907,7247495,Europe,NA,NA,NA,NA,NA,NA,NA,NA,51.029999,NA,NA,NA
Belgium,1908,7327282,Europe,NA,NA,NA,NA,NA,NA,NA,NA,49.630001,NA,NA,NA
Belgium,1909,7392503,Europe,NA,NA,NA,NA,NA,NA,NA,NA,50.630001,NA,NA,NA
Belgium,1910,7442986,Europe,NA,NA,NA,NA,NA,NA,NA,NA,51.310001,NA,NA,NA
Belgium,1911,7478558,Europe,NA,NA,NA,NA,NA,NA,NA,NA,49.220001,NA,NA,NA
Belgium,1912,7499046,Europe,NA,NA,NA,NA,NA,NA,NA,NA,52.220001,NA,NA,NA
Belgium,1913,7504272,Europe,NA,NA,NA,NA,NA,NA,NA,NA,52.419998,NA,NA,NA
Belgium,1914,7509502,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belgium,1915,7514736,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belgium,1916,7519973,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belgium,1917,7525214,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belgium,1918,7530616,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belgium,1919,7545092,Europe,NA,NA,NA,NA,NA,NA,NA,NA,49.790001,NA,NA,NA
Belgium,1920,7568708,Europe,NA,NA,NA,NA,NA,NA,NA,NA,53.59,NA,NA,NA
Belgium,1921,7601534,Europe,NA,NA,NA,NA,NA,NA,NA,NA,54.669998,NA,NA,NA
Belgium,1922,7643636,Europe,NA,NA,NA,NA,NA,NA,NA,NA,55.099998,NA,NA,NA
Belgium,1923,7695085,Europe,NA,NA,NA,NA,NA,NA,NA,NA,56.689999,NA,NA,NA
Belgium,1924,7746881,Europe,NA,NA,NA,NA,NA,NA,NA,NA,57.439999,NA,NA,NA
Belgium,1925,7799025,Europe,NA,NA,NA,NA,NA,NA,NA,NA,57.09,NA,NA,NA
Belgium,1926,7851520,Europe,NA,NA,NA,NA,NA,NA,NA,NA,56.889999,NA,NA,NA
Belgium,1927,7904369,Europe,NA,NA,NA,NA,NA,NA,NA,NA,57.110001,NA,NA,NA
Belgium,1928,7957573,Europe,NA,NA,NA,NA,NA,NA,NA,NA,57.439999,NA,NA,NA
Belgium,1929,8005591,Europe,NA,NA,NA,NA,NA,NA,NA,NA,55.009998,NA,NA,NA
Belgium,1930,8048371,Europe,NA,NA,NA,NA,NA,NA,NA,NA,57.099998,NA,NA,NA
Belgium,1931,8085859,Europe,NA,NA,NA,NA,NA,NA,NA,NA,58.41,NA,NA,NA
Belgium,1932,8118000,Europe,NA,NA,NA,NA,NA,NA,NA,NA,58.5,NA,NA,NA
Belgium,1933,8144741,Europe,NA,NA,NA,NA,NA,NA,NA,NA,58.68,NA,NA,NA
Belgium,1934,8171569,Europe,NA,NA,NA,NA,NA,NA,NA,NA,60.330002,NA,NA,NA
Belgium,1935,8198486,Europe,NA,NA,NA,NA,NA,NA,NA,NA,59.93,NA,NA,NA
Belgium,1936,8225492,Europe,NA,NA,NA,NA,NA,NA,NA,NA,59.939999,NA,NA,NA
Belgium,1937,8252586,Europe,NA,NA,NA,NA,NA,NA,NA,NA,59.98,NA,NA,NA
Belgium,1938,8279770,Europe,NA,NA,NA,NA,NA,NA,NA,NA,60.119999,NA,NA,NA
Belgium,1939,8307322,Europe,NA,NA,NA,NA,NA,NA,NA,NA,60.009998,NA,NA,NA
Belgium,1940,8335242,Europe,NA,NA,NA,NA,NA,NA,NA,NA,55.939999,NA,NA,NA
Belgium,1941,8363535,Europe,NA,NA,NA,NA,NA,NA,NA,NA,58.889999,NA,NA,NA
Belgium,1942,8392202,Europe,NA,NA,NA,NA,NA,NA,NA,NA,59.110001,NA,NA,NA
Belgium,1943,8421245,Europe,NA,NA,NA,NA,NA,NA,NA,NA,60.32,NA,NA,NA
Belgium,1944,8450388,Europe,NA,NA,NA,NA,NA,NA,NA,NA,56.91,NA,NA,NA
Belgium,1945,8479632,Europe,NA,NA,NA,NA,NA,NA,NA,NA,58.349998,NA,NA,NA
Belgium,1946,8508977,Europe,NA,NA,NA,NA,NA,NA,NA,NA,61.869999,NA,NA,NA
Belgium,1947,8538424,Europe,NA,NA,NA,NA,NA,NA,NA,NA,63.41,NA,NA,NA
Belgium,1948,8567973,Europe,NA,NA,NA,NA,NA,NA,NA,NA,64.940002,NA,NA,NA
Belgium,1949,8600995,Europe,NA,NA,NA,NA,NA,NA,NA,NA,65.43,NA,NA,NA
Belgium,1950,8637521,Europe,NA,NA,NA,NA,NA,NA,NA,NA,66.961,NA,NA,NA
Belgium,1951,8680176,Europe,NA,NA,NA,NA,NA,NA,NA,NA,67.19,NA,NA,NA
Belgium,1952,8727988,Europe,NA,NA,NA,NA,NA,NA,NA,NA,67.632,NA,NA,NA
Belgium,1953,8779267,Europe,NA,NA,NA,NA,NA,NA,NA,NA,68.041,NA,NA,NA
Belgium,1954,8832697,Europe,NA,NA,NA,NA,NA,NA,NA,NA,68.417,NA,NA,NA
Belgium,1955,8887275,Europe,NA,NA,NA,NA,NA,NA,NA,NA,68.759,NA,NA,NA
Belgium,1956,8942408,Europe,NA,NA,NA,NA,NA,NA,NA,NA,69.068,NA,NA,NA
Belgium,1957,8997845,Europe,NA,NA,NA,NA,NA,NA,NA,NA,69.343,NA,NA,NA
Belgium,1958,9053640,Europe,NA,NA,NA,NA,NA,NA,NA,NA,69.586,NA,NA,NA
Belgium,1959,9110067,Europe,NA,NA,NA,NA,NA,NA,NA,NA,69.796,NA,NA,NA
Belgium,1960,9167361,Europe,NA,NA,NA,NA,NA,NA,NA,NA,69.973,NA,NA,NA
Belgium,1961,9225414,Europe,NA,NA,195.6,162.32,1035,1530.08,NA,NA,70.121,NA,NA,NA
Belgium,1962,9283545,Europe,NA,NA,191.28,160.4,1043.19,1513.13,NA,NA,70.241,NA,NA,NA
Belgium,1963,9340419,Europe,NA,NA,194.52,161.28,1054.53,1596.67,NA,NA,70.341,NA,NA,NA
Belgium,1964,9394300,Europe,NA,NA,194.12,167.88,1092.78,1606.22,NA,NA,70.427,NA,NA,NA
Belgium,1965,9443948,Europe,NA,NA,192.96,161.04,1073.52,1538.48,NA,NA,70.507,NA,NA,NA
Belgium,1966,9488759,Europe,NA,NA,202.24,157.76,1110.51,1596.49,NA,NA,70.59,NA,NA,NA
Belgium,1967,9529046,Europe,NA,NA,202.6,158.16,1132.2,1595.04,NA,NA,70.679,NA,NA,NA
Belgium,1968,9565591,Europe,NA,NA,203.28,154.88,1121.31,1552.53,NA,NA,70.782,NA,NA,NA
Belgium,1969,9599651,Europe,NA,NA,210.88,162.64,1144.35,1638.13,NA,NA,70.903,NA,NA,NA
